"Id","MSSubClass","LotShape","LandContour","LandSlope","BldgType","HouseStyle","OverallQual","OverallCond","LotFrontage","LotArea","GarageArea","GrLivArea","TotalBsmtSF","SalePrice","Target","Irregular_OHE","Moderately Irregular_OHE","Regular_OHE","Slightly irregular_OHE","Near Flat_OHE","Banked_OHE","Depression_OHE","Hillside_OHE","Gentle slope_OHE","Moderate Slope_OHE","Severe Slope_OHE","Ordinal_OverallQual","Ordinal_OverallCond","MeanEncoding_MSSubClass","MeanEncoding_BldgType","MeanEncoding_HouseStyle","MeanNorm_LotFrontage","MeanNorm_LotArea","MeanNorm_GarageArea","MeanNorm_GrLivArea","MeanNorm_TotalBsmtSF","MeanNorm_SalePrice","Std_LotFrontage","Std_LotArea","Std_GarageArea","Std_GrLivArea","Std_TotalBsmtSF","Std_SalePrice"
1099,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Above Average",50,6000,240,1324,672,128000,0,0,0,1,0,1,0,0,0,1,0,0,3,6,0.5,0.48688524590163934,0.525974025974026,-0.06866424098639186,-0.021112099288096386,-0.16430193017369632,-0.03607077969671007,-0.06308174338049008,-0.07349145381254124,-0.9103676767599429,-0.452530627409681,-1.0896859743800618,-0.36435936463100893,-0.8785611447266622,-0.6661572076653585
1100,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",82,11880,478,1601,1271,157000,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.040924800109498546,0.006371599793443261,0.003540100855922867,0.01611460086093876,0.03495426316615476,-0.033219269393710525,0.5425912332582676,0.13657306233662825,0.02347871535356787,0.1627773444417527,0.4868200499010265,-0.30111332123655954
1101,"1-STORY 1945 & OLDER","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","One story","Poor","Average",60,8400,246,438,290,60000,0,0,0,1,0,0,1,0,0,1,0,0,2,5,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.009894262928284285,-0.16007061846706727,-0.20298863953092258,-0.1256022016456292,-0.16792278279462705,-0.4563180173792521,-0.21208014179894252,-1.0616229990086257,-2.0504356254196976,-1.7493050785292952,-1.5221221827397835
1102,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",61,9758,280,950,950,119500,1,0,0,0,1,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.030993008109679532,-0.0035468371880239386,-0.13609318546283594,-0.10653046319331896,-0.017582561711095648,-0.08529536993530197,-0.410913051441183,-0.07602524202419968,-0.9025994719038215,-1.0760890729097556,-0.24487838661898698,-0.7731528295496616
1103,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",70,7000,254,1134,1010,135000,1,0,0,1,0,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.00017109030146035523,-0.016438000804841344,-0.15442886952489518,-0.07186580607199267,-0.007762594444319871,-0.06377058171144417,-0.0022683579985612887,-0.3523429250718733,-1.0242056985133776,-0.7259332806014952,-0.10811232371804988,-0.5780431661135794
1104,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Above Average",79,8910,539,1194,655,159500,1,0,0,1,0,1,0,0,0,1,0,0,6,6,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.030650827506758824,-0.007510472701824214,0.046558436539984926,-0.06056211353242974,-0.06586406743940988,-0.029747529357604427,0.40637633544406043,-0.1609844136066606,0.3087856316298343,-0.6117520439792364,-0.917311529215261,-0.2696440206823527
1105,"2-STORY PUD - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","Two story","Average","Average",24,2016,440,1302,630,106000,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.5555555555555556,0.5526315789473685,0.49887640449438203,-0.15770533687680283,-0.039733707645384475,-0.02325820661939448,-0.04021546696121648,-0.06995572046723313,-0.1040427661302749,-2.090896791149739,-0.8516784335235068,-0.1542534619988604,-0.4062258180591705,-0.9742973887573182,-0.9430870525423783
1106,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",98,12256,712,2622,1463,325000,1,0,0,0,1,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.09571932065744375,0.008129060823147157,0.16856125741445602,0.20846576890916785,0.06637815841983725,0.20008166103261915,1.269070688267373,0.17424363841564394,1.1179347548395735,2.105761387630524,0.9244714511840253,1.8136236760061377
1107,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",114,10357,719,1442,910,179900,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.15051384120538897,-0.0007470521965541681,0.17349778773885657,-0.013840184368902988,-0.024129206555612834,-0.0014181306629786818,1.9955501432764784,-0.016012808323852868,1.1506748927729156,-0.1398029326072332,-0.3360557618862784,-0.012854528160025193
1108,"2-STORY 1946 & NEWER","Irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","Two story","Good","Average",168,23257,422,2021,868,274725,1,1,0,0,0,0,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.33544534805470405,0.05954881823743587,-0.03595214173928165,0.09524044863787923,-0.031003183642355877,0.13026496890652556,4.447418303932209,1.2764085518338664,-0.2384423881131685,0.9620460007975646,-0.43179200591693434,1.180776041861039
1109,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average",70.04995836802665,8063,463,1690,924,181000,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.011469434117141235,-0.00703817841064977,0.03288174479462377,-0.021837880860031817,0.00010943495290800059,1.0323893988713526e-14,-0.24584339748678372,-0.04667872307502223,0.33214617876477,-0.3041436805427264,0.0009919640838258012
1110,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",107,11362,862,1836,1836,280000,0,0,0,0,1,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.12654123846566293,0.003950416779117149,0.27434405008018237,0.06038739664089354,0.12742562159496,0.13759034038270943,1.6777153817099948,0.08467583252564387,1.8195091391254745,0.6099871878789331,1.7747004755515177,1.2471762660304153
1111,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Average",70.04995836802665,8000,431,1658,773,188000,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.011763902321586302,-0.029605174179338063,0.026853108773523537,-0.04655146514808419,0.009830307054005071,1.0323893988713526e-14,-0.2521552227340656,-0.19634792505601445,0.27124951923289864,-0.6483382721767514,0.08910600563560485
1112,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Above Average",80,10480,483,1964,803,205000,1,0,0,1,0,1,0,0,0,1,0,0,7,6,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.034075485041005396,-0.00017213808311379797,0.007066193944780413,0.08450194072529445,-0.0416414815146963,0.03343813929952653,0.4517813013821295,-0.0036897209363025217,0.046864528163097906,0.8535738260064187,-0.5799552407262829,0.3030972494042111
1113,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",73,7100,308,816,816,129900,1,0,0,0,1,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.01010288230127937,-0.015970590956515842,-0.11634706416523369,-0.13177537653167615,-0.03951382194022822,-0.07085293138510061,0.13394653981564594,-0.34232415483809253,-0.7716389201704533,-1.3310938346994672,-0.5503225937644132,-0.6422405392441612
1114,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",66,8923,240,1008,1008,134500,1,0,0,1,0,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.013869720438446656,-0.007449709421541898,-0.16430193017369632,-0.0956035604050748,-0.00808992668654573,-0.0644649297186654,-0.1838882217508376,-0.1596819734762691,-1.0896859743800618,-0.9657138775082388,-0.11267119248141445,-0.5843370262244207
1115,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",90,5400,326,833,833,117000,1,0,0,1,0,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.06832206038347115,-0.023916558378049412,-0.10365312904534653,-0.12857266364546666,-0.03673149788130842,-0.08876710997140806,0.9058309607628203,-0.5126432488123656,-0.6874499940561452,-1.2987424843231603,-0.5115722092758144,-0.8046221301038684
1116,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Very Good","Average",93,12085,928,1734,1734,318000,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.07859603298621087,0.007329789982510545,0.320888478853102,0.041171119323636575,0.11073167724144117,0.19036078893152208,1.0420458585770276,0.15711154131587882,2.128201868211271,0.41587908562109316,1.5421981686199244,1.7255096344543586
1117,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Very Good","Average",70.04995836802665,7750,527,1419,408,184100,0,0,0,1,0,1,0,0,0,1,0,0,8,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,7.786769706960002e-16,-0.012932426942400063,0.038095813126726816,-0.018173266509068774,-0.1062895993543035,0.00441439259767956,1.0323893988713526e-14,-0.2772021483185175,0.2526596808869622,-0.18357240664576577,-1.4803318214907855,0.04001389677104224
1118,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",57,9764,450,894,894,130000,1,0,0,0,1,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.04469163824666583,-0.0035187925971244083,-0.01620602044167939,-0.11708057623024436,-0.026747864493419708,-0.07071406178365637,-0.5925329151934593,-0.07542411581017283,-0.10748183637980033,-1.1826582270905306,-0.3725267119931949,-0.640981767221993
1119,"SPLIT OR MULTI-LEVEL","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Average","Above Average",85,13825,300,1601,533,140000,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0.4827586206896552,0.48688524590163934,0.4461538461538462,0.05119877271223827,0.015462721343374317,-0.12198881310740577,0.01611460086093876,-0.08583133421518731,-0.05682710163923198,0.6788061310724749,0.33143814338366423,-0.8090562206657014,0.1627773444417527,-1.1954025237805,-0.5151045650051658
1120,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",70,7560,286,1040,1040,133700,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.00017109030146035523,-0.013820505654218522,-0.1318618737562069,-0.08957492438397457,-0.002852610810931982,-0.06557588653021934,-0.0022683579985612887,-0.296237811762701,-0.8745364965323855,-0.9048172179763674,-0.03972929226758133,-0.5944072024017669
1121,"1-STORY 1945 & OLDER","Regular","Banked - Quick and significant rise from street grade to building","Moderate Slope","Single-family Detached","One story","Above Average","Average",59,8263,308,1012,1012,118400,1,0,0,1,0,0,1,0,0,0,1,0,6,5,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.03784232317817268,-0.010534614420490227,-0.11634706416523369,-0.09484998090243728,-0.0074352622020940114,-0.08682293555118865,-0.5017229833173212,-0.22580585701922218,-0.7716389201704533,-0.9581017950667549,-0.1035534549546853,-0.7869993217935126
1122,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",84,10084,782,1552,1552,212900,0,0,0,1,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.0477741151779917,-0.002023081082482795,0.21792656065846167,0.006883251953629039,0.08094444319888798,0.04440883781362179,0.6334011651344058,-0.04336405106207437,1.445336134172994,0.06952933453357467,1.1273411111537486,0.40254023915550463
1123,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Fair",70.04995836802665,8926,288,960,672,112000,0,0,0,0,1,1,0,0,0,1,0,0,3,4,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,-0.007435687126092133,-0.13045143652066388,-0.10464651443672514,-0.06308174338049008,-0.09571059004362026,1.0323893988713526e-14,-0.15938141036925568,-0.8651821714085735,-1.0570588668060459,-0.8785611447266622,-0.8675607312122819
1124,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Excellent",50,9405,0,698,698,118000,1,0,0,1,0,1,0,0,0,1,0,0,5,9,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.06866424098639186,-0.0051967939526129684,-0.33355439843885853,-0.15400597185948325,-0.05882642423155391,-0.08737841395696563,-0.9103676767599429,-0.11139150094944579,-2.2122049892375033,-1.5556502667232428,-0.8192958508029228,-0.7920344098821857
1125,"SPLIT OR MULTI-LEVEL","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Split Level","Good","Average",70.04995836802665,9125,392,1482,384,163900,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.4827586206896552,0.48688524590163934,0.4461538461538462,7.786769706960002e-16,-0.0065055415279243805,-0.05710870027242692,-0.0063043893425277055,-0.11021758626101381,-0.0236372668940577,1.0323893988713526e-14,-0.13944405760403195,-0.37875726497034873,-0.06368210819239398,-1.5350382466511603,-0.21425805170694873
1126,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Below Average","Average",60,10434,672,1005,1005,115000,0,0,0,1,0,1,0,0,0,1,0,0,3,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.0003871466133435299,0.14035251270359564,-0.09616874503205294,-0.008580925049884518,-0.09154450200029295,-0.4563180173792521,-0.008298355243841676,0.9308482523633332,-0.9714229393393518,-0.1195094956264613,-0.8297975705472338
1127,"1-STORY PUD (Planned Unit Development) - 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Townhouse End Unit","One story","Good","Average",53,3684,660,1555,1373,174000,1,0,0,1,0,1,0,0,0,1,0,0,7,5,0.5402298850574713,0.5526315789473685,0.4889807162534435,-0.05839026838365213,-0.03193731137531507,0.13188988929033754,0.007448436580607186,0.051648207519673583,-0.009611437148189069,-0.7741527789457356,-0.6845653460240436,0.8747223016204612,0.07523839636468761,0.7193223568326196,-0.08712207746795325
1128,"1-STORY 1946 & NEWER ALL STYLES","Irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Good","Average",182,14572,630,1530,1530,259000,1,1,0,0,0,1,0,0,0,1,0,0,7,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,0.3833905535341561,0.018954272910365836,0.11073333075719226,0.0027385646891226337,0.07734378853440353,0.10842772407941821,5.083087827065176,0.4062783570300066,0.7344074247632809,0.027662881105413095,1.0771935547567384,0.9828341413750781
1129,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Average",59,11796,434,1959,847,215000,1,0,0,0,1,1,0,0,0,1,0,0,7,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.03784232317817268,0.005978975520849837,-0.027489518326023536,0.08355996634699754,-0.0344401721857274,0.04732509944395091,-0.5017229833173212,0.12815729534025241,-0.18231643737029643,0.8440587229545637,-0.4796601279322623,0.4289744516210383
1130,"DUPLEX - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Duplex","Split Foyer","Average","Average",60,7200,672,936,936,140000,0,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4230769230769231,0.4230769230769231,0.4864864864864865,-0.03441766564392611,-0.015503181108190336,0.14035251270359564,-0.10916799145255031,-0.019873887406676664,-0.05682710163923198,-0.4563180173792521,-0.33230538460431175,0.9308482523633332,-1.1027313614549494,-0.276790467962539,-0.5151045650051658
1131,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Below Average","Fair",65,7804,576,1981,1122,135000,1,0,0,1,0,1,0,0,0,1,0,0,3,4,0.5,0.48688524590163934,0.525974025974026,-0.01729437797269323,-0.012680025624304292,0.07265152539753077,0.08770465361150394,0.010568011120328248,-0.06377058171144417,-0.2292931876889067,-0.2717920123922759,0.48184064642035657,0.8859251763827254,0.14718432703036605,-0.5780431661135794
1132,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",63,10712,0,974,974,93500,1,0,0,1,0,1,0,0,0,1,0,0,5,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.02414369304118638,0.0009122527650013718,-0.33355439843885853,-0.1020089861774938,-0.013654574804385337,-0.12140146631080537,-0.32010311956504484,0.019553826006068864,-2.2122049892375033,-1.030416578260852,-0.19017196145861215,-1.1004335553134124
1133,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Above Average","Below Average",90,9900,205,2210,1008,117500,1,0,0,1,0,1,0,0,0,1,0,0,6,3,0.4,0.48688524590163934,0.49887640449438203,0.06832206038347115,-0.0028831152034017224,-0.18898458179569913,0.13084708013750243,-0.00808992668654573,-0.08807276196418684,0.9058309607628203,-0.061798588292230984,-1.2533866640467721,1.32171689615768,-0.11267119248141445,-0.798328269993027
1134,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",80,9828,466,2020,1128,239500,1,0,0,0,1,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.034075485041005396,-0.0032196502941960856,-0.004922522557335243,0.09505205376221984,0.011550007847005824,0.08134815179779066,0.4517813013821295,-0.06901210286055313,-0.03264723538930421,0.9601429801871936,0.16086093332045975,0.737373597052265
1135,"2-STORY 1946 & NEWER","Slightly irregular","Hillside - Significant slope from side to side","Gentle slope","Single-family Detached","Two story","Above Average","Average",57,8773,460,1600,916,169000,1,0,0,0,1,0,0,0,0,1,0,0,6,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,-0.04469163824666583,-0.008150824194030156,-0.009153834263964298,0.015926205985279378,-0.023147209828935256,-0.016554917220401262,-0.5925329151934593,-0.17471012882694026,-0.060710210760740256,0.16087432383138173,-0.3223791555961847,-0.15006067857636685
1136,"1-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",60,6180,180,986,960,102000,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4927536231884058,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.02027076156111048,-0.20661504723998686,-0.09974824766958121,-0.015945900499966352,-0.10959755018804465,-0.4563180173792521,-0.4344968409888756,-1.3703157280944223,-1.0075803309364004,-0.22208404280216412,-0.9934379334291092
1137,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Above Average","Average",80,9600,288,1252,1032,119000,0,0,0,1,0,1,0,0,0,1,0,0,6,5,0.5,0.48688524590163934,0.525974025974026,0.034075485041005396,-0.004285344748378235,-0.13045143652066388,-0.04963521074418558,-0.004161939779835419,-0.08598971794252319,0.4517813013821295,-0.0918548989935733,-0.8651821714085735,-0.5013768485777196,-0.05796476732103961,-0.7794466896605029
1138,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Very Good",54,6342,0,1020,780,94000,1,0,0,1,0,1,0,0,0,1,0,0,5,8,0.5,0.48688524590163934,0.525974025974026,-0.05496561084940556,-0.019513557606823162,-0.33355439843885853,-0.09334282189716223,-0.04540580230029368,-0.12070711830358416,-0.7287478130076666,-0.4182664332101508,-2.2122049892375033,-0.942877630183787,-0.6323822315049754,-1.094139695202571
1139,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Moderate Slope","Single-family Detached","One story","Above Average","Average",70.04995836802665,9819,714,1567,1567,196000,1,0,0,0,1,1,0,0,0,0,1,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,-0.0032617171805453806,0.16997169464999903,0.00970917508851977,0.08339943501558193,0.02093987516954458,1.0323893988713526e-14,-0.06991379218159341,1.1272890799633855,0.09807464368913937,1.161532626878983,0.18980776740906663
1140,"1-STORY 1945 & OLDER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Average",98,8731,495,1167,915,144000,1,0,0,0,1,1,0,0,0,1,0,0,5,5,0.4927536231884058,0.48688524590163934,0.4889807162534435,0.09571932065744375,-0.008347136330326866,0.015528817358038523,-0.06564877517523306,-0.023310875950048184,-0.05127231758146222,1.269070688267373,-0.1789180123251282,0.10299047890596999,-0.6631336004592528,-0.32465858997786695,-0.4647536841184349
1141,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Good",60,7350,840,952,952,139000,0,0,0,1,0,1,0,0,0,1,0,0,5,7,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.03441766564392611,-0.01480206633570208,0.2588292404892092,-0.1061536734420002,-0.01725522946886979,-0.05821579765367442,-0.4563180173792521,-0.3172772292536406,1.7166115627635423,-1.0722830316890137,-0.24031951785562242,-0.5276922852268485
1142,"2-STORY 1946 & NEWER","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Average","Good",70.04995836802665,10304,484,1868,780,197500,0,0,0,0,1,1,0,0,0,1,0,0,5,7,0.5117056856187291,0.48688524590163934,0.49887640449438203,7.786769706960002e-16,-0.0009947794161666854,0.007771412562551922,0.06641603266199377,-0.04540580230029368,0.023022919191208236,1.0323893988713526e-14,-0.021322756547756675,0.05154169072500391,0.6708838474108045,-0.6323822315049754,0.2086893477415907
1143,"2-STORY 1946 & NEWER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Very Good","Average",77,9965,1052,2828,1466,424870,1,0,0,1,0,1,0,0,0,1,0,0,8,5,0.5117056856187291,0.48688524590163934,0.49887640449438203,0.02380151243826567,-0.0025792988019901447,0.40833558745676907,0.24727511329500054,0.06686915678317604,0.3387707319949855,0.31556640356792226,-0.055286387640273486,2.7081700258876156,2.497783633366946,0.9313097543290721,3.0707592945455913
1144,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Average","Fair",70.04995836802665,9000,0,1006,1006,80000,1,0,0,1,0,1,0,0,0,1,0,0,5,4,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,-0.007089803838331261,-0.33355439843885853,-0.09598035015639357,-0.00841725892877159,-0.1401488625057783,1.0323893988713526e-14,-0.1519675203962579,-2.2122049892375033,-0.9695199187289808,-0.11723006124477903,-1.2703677783061291
1145,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Regular","Near Flat/Level","Gentle slope","Two-family Conversion; originally built as one-family dwelling","One and one-half story: 2nd level finished","Below Average","Below Average",60,12180,280,924,672,80000,0,0,0,1,0,1,0,0,0,1,0,0,3,3,0.5,0.5161290322580645,0.525974025974026,-0.03441766564392611,0.0077738293384197734,-0.13609318546283594,-0.1114287299604629,-0.06308174338049008,-0.1401488625057783,-0.4563180173792521,0.16662937303797057,-0.9025994719038215,-1.125567608779401,-0.8785611447266622,-1.2703677783061291
1146,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Average","Above Average",52,6240,225,1576,1042,149000,0,0,0,1,0,1,0,0,0,1,0,0,5,6,0.5,0.48688524590163934,0.525974025974026,-0.06181492591789871,-0.019990315652115176,-0.17488020944026894,0.011404728969454209,-0.0025252785687061227,-0.044328837509250034,-0.8195577448838047,-0.42848557884860716,-1.1598434128086519,0.1152018291824782,-0.03517042350421676,-0.4018150830100213
1147,"1-STORY 1946 & NEWER ALL STYLES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",70.04995836802665,11200,403,1298,1298,180000,1,0,0,1,0,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,7.786769706960002e-16,0.0031932128248298324,-0.049351295476940324,-0.040969046463854006,0.039373248436203864,-0.001279261061534438,1.0323893988713526e-14,0.06844542474691902,-0.32730847678938263,-0.41383790050065444,0.5483647782064482,-0.01159575613785692
1148,"2-STORY 1945 & OLDER","Regular","Banked - Quick and significant rise from street grade to building","Gentle slope","Single-family Detached","Two story","Good","Good",75,12000,234,1564,704,174500,1,0,0,1,0,0,1,0,0,1,0,0,7,7,0.4,0.48688524590163934,0.49887640449438203,0.01695219736977252,0.006932491611433866,-0.16853324188032537,0.009143990461541624,-0.05784442750487634,-0.00891708914096785,0.22475647169178412,0.14859558661716518,-1.1177489497514979,0.09236558185802643,-0.8056192445128291,-0.08082821735711189
1149,"1-1/2 STORY FINISHED ALL AGES","Regular","Near Flat/Level","Gentle slope","Single-family Detached","One and one-half story: 2nd level finished","Good","Good",70.04995836802665,5700,288,1111,572,116900,0,0,0,1,0,1,0,0,0,1,0,0,7,7,0.5,0.48688524590163934,0.525974025974026,7.786769706960002e-16,-0.0225143288330729,-0.13045143652066388,-0.07619888821215845,-0.07944835549178304,-0.08890597957285232,1.0323893988713526e-14,-0.4825869381110233,-0.8651821714085735,-0.7697027546400278,-1.1065045828948907,-0.8058809021260367
1150,"2-STORY 1945 & OLDER","Regular","Near Flat/Level","Gentle slope","Single-family Detached","Two story","Good","Excellent",50,9000,324,1482,650,143000,1,0,0,1,0,1,0,0,0,1,0,0,7,9,0.4,0.48688524590163934,0.49887640449438203,-0.06866424098639186,-0.007089803838331261,-0.10506356628088954,-0.0063043893425277055,-0.06668239804497454,-0.052661013595904665,-0.9103676767599429,-0.1519675203962579,-0.6968043191799572,-0.06368210819239398,-0.9287087011236725,-0.4773414043401176
1151,"1-STORY 1946 & NEWER ALL STYLES","Slightly irregular","Near Flat/Level","Gentle slope","Single-family Detached","One story","Above Average","Average",57,8280,306,932,932,124000,1,0,0,0,1,1,0,0,0,1,0,0,6,5,0.4906716417910448,0.48688524590163934,0.4889807162534435,-0.04469163824666583,-0.01045515474627489,-0.1177575014007767,-0.10992157095518784,-0.020528551891128382,-0.079046237870311,-0.5925329151934593,-0.22410266607947946,-0.7809932452942653,-1.1103434438964332,-0.2859082054892681,-0.7165080885520894
